번호,사업자명,대표,업종,지역,유효기간 만료일
10651,(주)서보산전,김덕민,전기전자,경기 부천시,2018-06-04
10652,(주)서안,이병수,기타,전북 부안군,2018-01-18
10653,(주)서울나무병원,이승제,환경,경기 용인시,2018-09-23
10654,(주)서울정광,심문식,전기전자,경기 용인시,2018-12-27
10655,(주)서일시스템,박용,S/W,서울 서초구,2018-04-15
10656,(주)서흥메가텍,권영식,전기전자,강원 원주시,2018-03-30
10657,(주)선구,"황성옥,황의천",화학,경기 시흥시,2018-02-19
10658,(주)선엔지니어링,채록,기타,인천 부평구,2018-04-01
10659,(주)선영종합엔지니어링,이연우,건설,경기 고양시,2018-08-11
10660,(주)선운이앤지,전홍진,서비스,전남 나주시,2018-04-22
10661,(주)선인유니텍,최원춘,전기전자,경기 남양주시,2018-01-20
10662,(주)선일,"이무호,이진수",화학,충북 청주시,2018-06-09
10663,(주)선일플라스틱,서선옥,기타,경북 경주시,2018-09-07
10664,(주)선진이노텍,원영길,화학,경기 시흥시,2018-02-11
10665,(주)성림엔지니어링,정성일,기계금속,경남 창원시,2018-01-18
10666,(주)성일HR,정진두,기계금속,울산 울주군,2018-09-22
10667,(주)성진테크,장병화,기계금속,경남 창원시,2018-08-20
10668,(주)성현,김호성,기계금속,전북 군산시,2018-02-24
10669,(주)세계산업,전병안,기계금속,경남 김해시,2018-11-12
10670,(주)세고산업,배영석,기계금속,경기 부천시,2018-11-29
10671,(주)세명차양시스템,최성규,전기전자,서울 서초구,2018-05-07
10672,(주)세명하이트,신현붕,화학,경기 파주시,2018-12-03
10673,(주)세아메카닉스,김찬한,기타,경북 구미시,2018-03-12
10674,(주)세연,변용택,기계금속,인천 남동구,2018-06-08
10675,(주)세영우레탄,김수영,화학,경기 하남시,2018-12-08
10676,(주)세우인코퍼레이션,오형준,기계금속,서울 강남구,2018-08-31
10677,(주)세원특수금속,심금택,기계금속,경기 안산시,2018-07-07
10678,(주)세원피엔드디,이경수,기계금속,충남 아산시,2018-01-18
10679,(주)세원합성,양희준,전기전자,서울 금천구,2018-05-25
10680,(주)세인트시큐리티,김기홍,정보통신,서울 구로구,2018-06-07
10681,(주)세화정공,권장대,기타,대구 북구,2018-01-22
10682,(주)센서웨이,엄두섭,정보통신,경기 고양시,2018-12-16
10683,(주)셈앤텍,석대원,정보통신,서울 금천구,2018-09-01
10684,(주)소닉스,손영곤,전기전자,충남 천안시,2018-04-26
10685,(주)소로나,윤능구,전기전자,경기 평택시,2018-02-24
10686,(주)솔인시스템,최영주,S/W,서울 구로구,2018-12-07
10687,(주)슈어덴트,배호진,기타,경기 성남시,2018-11-22
10688,(주)스마트옵텍,김민호,정보통신,서울 중랑구,2018-11-05
10689,(주)스튜디오애니멀,조경훈,S/W,경기 부천시,2018-12-29
10690,(주)스트라스타,오장원,정보통신,경기 성남시,2018-12-15
10691,(주)스페이스톡,이민철,기타,서울 서초구,2018-07-02
10692,(주)스피덴트,김재환,화학,인천 남동구,2018-04-05
10693,(주)스필,장기헌,전기전자,경기 안성시,2018-04-23
10694,(주)승우,유수창,기계금속,경북 구미시,2018-11-01
10695,(주)승정,구자춘,전기전자,충남 아산시,2018-12-15
10696,(주)시공미디어,박기석,서비스,경기도,2018-07-08
10697,(주)시나텍,오봉선,기계금속,경기 평택시,2018-06-01
10698,(주)시스매니아,지창환,전기전자,경기 화성시,2018-09-21
10699,(주)시지바이오,박재홍,화학,경기 성남시,2018-07-07
10700,(주)신명이에스티,신종순,기타,경기 남양주시,2018-08-11
10701,(주)신성계전,김종도,전기전자,서울 성동구,2018-07-13
10702,(주)신성메이저글러브,강영춘,화학,전남 순천시,2018-04-27
10703,(주)신성씨앤피,"윤석상,신동식",전기전자,경기 시흥시,2018-11-09
10704,(주)신세대,안성준,섬유,경기 화성시,2018-05-20
10705,(주)신승오앤에프,석재민,기타,경남 밀양시,2018-08-13
10706,(주)신시웨이,정재훈,S/W,경기 성남시,2018-06-15
10707,(주)신양정밀,전영두,기계금속,대구 달서구,2018-03-30
10708,(주)신우엔지니어링,문재관,기계금속,경남 김해시,2018-03-19
10709,(주)신우이엔지,하민호,전기전자,전남 담양군,2018-07-30
10710,(주)신원종합상사,강대원,식품,경기 양주시,2018-05-12
10711,(주)신일,전지훈,기계금속,충북 진천군,2018-04-01
10712,(주)신일에너지,김희창,기타,전남 담양군,2018-04-19
10713,(주)신진수도,김정학,건설,부산 남구,2018-01-21
10714,(주)신진스틸,이정희,기타,경기 안산시,2018-01-06
10715,(주)신진정밀,정지원,기계금속,대구 달서구,2018-07-21
10716,(주)신평산업,차성진,기계금속,부산 강서구,2018-01-07
10717,(주)신화엔바텍,최영철,환경,대구 달서구,2018-04-19
10718,(주)신화콘텍,이정진,전기전자,경기 시흥시,2018-12-06
10719,(주)신환코스텍,김영호,화학,경기 광주시,2018-05-27
10720,(주)신흥계기,이영덕,기계금속,서울 금천구,2018-11-08
10721,(주)신흥안전유리,조흥철,건설,경기 포천시,2018-03-09
10722,(주)심텍,이영국,정보통신,인천 남구,2018-02-10
10723,(주)싸이버텍,김관해,서비스,서울 용산구,2018-12-21
10724,(주)써브나라,고용선,S/W,서울 구로구,2018-03-24
10725,(주)썬텍엔지니어링,손창식,정보통신,부산 사상구,2018-05-05
10726,(주)쏘뉴,조진연,S/W,서울 관악구,2018-02-15
10727,(주)쓰리케이,손성원,기타,경북 포항시,2018-03-01
10728,(주)씨랩시스,이구도,전기전자,경기 성남시,2018-03-12
10729,(주)씨스퀘어소프트,박현진,S/W,서울 강남구,2018-04-22
10730,(주)씨앤에스링크,안상태,정보통신,경기 성남시,2018-03-19
10731,(주)씨앤지테크,홍은표,환경,울산 울주군,2018-08-25
10732,(주)씨앤투스성진,하춘욱,기계금속,부산 강서구,2018-09-22
10733,(주)씨에스아이엔테크,김남성,전기전자,경기도,2018-07-02
10734,(주)씨엔에프텍,노재명,전기전자,경기 김포시,2018-09-22
10735,(주)씨트링,최용훈,전기전자,서울 금천구,2018-07-22
10736,(주)아림티엔씨,최재형,S/W,서울 동작구,2018-04-01
10737,(주)아바비젼,박재준,전기전자,경기 안양시,2018-08-20
10738,(주)아스텍,변종한,기계금속,경남 창원시,2018-09-22
10739,(주)아이거텍,박맹기,정보통신,경기 시흥시,2018-05-31
10740,(주)아이내추럴,류지형,화학,경기 성남시,2018-09-23
10741,(주)아이디,김성길,기타,충남 천안시,2018-11-17
10742,(주)아이디어정보기술,유흥배,S/W,서울 구로구,2019-01-03
10743,(주)아이러시,박명구,서비스,서울 마포구,2018-10-08
10744,(주)아이비로시스템,김영철,S/W,서울 영등포구,2018-09-09
10745,(주)아이씨티이엔지,최은학,기계금속,경기 평택시,2018-02-25
10746,(주)아이엠텍,원재희,기계금속,경기 오산시,2018-03-16
10747,(주)아이엠티,조자연,S/W,세종 연동면,2018-05-31
10748,(주)아이오시스,최선호,S/W,서울 성동구,2018-09-22
10749,(주)아이코닉스,최종일,S/W,경기 성남시,2018-12-16
10750,(주)아이토프,박정우,기계금속,경북 경산시,2018-03-24
10751,(주)아이티에프,권희두,전기전자,경기 부천시,2018-06-09
10752,(주)아이피,진성호,기타,대구 북구,2018-09-13
10753,(주)알고코리아,장순석,바이오,서울 서초구,2018-06-02
10754,(주)알에스엔,배성환,정보통신,경기 고양시,2018-01-06
10755,(주)알엘케이,임광,S/W,서울 강남구,2018-12-15
10756,(주)알지오기술,이충호,건설,경기 안양시,2018-08-31
10757,(주)암전,김연희,전기전자,경기 부천시,2018-09-29
10758,(주)애드텍,윤영주,화학,경기 김포시,2018-02-25
10759,(주)애인테크놀로지,김성용,S/W,경북 포항시,2018-07-23
10760,(주)앤디,양미란,화학,경기 남양주시,2018-07-22
10761,(주)앤비젼,김덕표,전기전자,서울 금천구,2018-03-12
10762,(주)앤트테크놀로지,김진석,정보통신,인천 부평구,2018-04-28
10763,(주)앰스코,이상일,기계금속,경기 안산시,2018-03-19
10764,(주)야긴스텍,임민수,정보통신,서울 서초구,2018-03-29
10765,(주)언어과학,정도상,S/W,경기 성남시,2018-12-15
10766,(주)에너지2000,이예행,기타,서울 송파구,2018-12-23
10767,(주)에네스지,양종대,건설,대전 유성구,2018-08-25
10768,(주)에버넷,곽금석,전기전자,인천 남동구,2018-12-15
10769,(주)에버미라클,박철,바이오,전북 전주시,2018-02-23
10770,(주)에스비네트워크,박영만,정보통신,서울 금천구,2018-09-15
10771,(주)에스시큐리티,김학수,S/W,경기 안양시,2018-02-12
10772,(주)에스앤씨,허영도,전기전자,충남 천안시,2018-10-06
10773,(주)에스앤에스패널,이준석,기계금속,경기 수원시,2018-12-15
10774,(주)에스앤에프,하경호,기타,부산 북구,2018-06-23
10775,(주)에스에스에코텍,박길태,환경,경기도,2018-07-02
10776,(주)에스에스이티,정경표,기계금속,대구 달서구,2018-02-11
10777,(주)에스엔피시스템,장근일,기타,충북 청주시,2018-12-28
10778,(주)에스엠엔지니어링,이성훈,환경,경남 창원시,2018-01-22
10779,(주)에스엠인스트루먼트,김영기,전기전자,대전 유성구,2018-11-17
10780,(주)에스엠트로닉스,여인구,정보통신,경기 안산시,2018-08-31
10781,(주)에스제이씨(SJC),정경원,기계금속,경기 김포시,2018-02-12
10782,(주)에스테크,박진섭,기계금속,대구 달성군,2018-12-08
10783,(주)에스피스틸,최동철,기계금속,광주 광산구,2018-05-06
10784,(주)에어플러스,하영탁,기계금속,경기 화성시,2018-01-14
10785,(주)에이.텍한독,강명국,기계금속,부산 강서구,2018-11-11
10786,(주)에이스엠이,전양원,S/W,서울 구로구,2018-04-16
10787,(주)에이스텍,김승택,기계금속,경남 창원시,2018-10-15
10788,(주)에이스텍오쏘시스,강욱,바이오,서울 광진구,2018-10-29
10789,(주)에이씨아이케미칼아시아,김현수,기계금속,서울 성동구,2018-09-24
10790,(주)에이치아이티오토모티브,김현석,기계금속,경기 안산시,2018-09-23
10791,(주)에이치엔씨,한윤섭,전기전자,경기 화성시,2018-12-30
10792,(주)에이치엔지에프,신규병,식품,전북 익산시,2018-01-21
10793,(주)에이치엘사이언스,이해연,식품,경기 화성시,2018-07-15
10794,(주)에이치케이,계명재,기타,경기 화성시,2018-04-06
10795,(주)에이테크오토모티브,강석우,기계금속,경기 안성시,2018-05-24
10796,(주)에이티아이디,이성기,정보통신,서울 금천구,2018-05-06
10797,(주)에이피에스,김정훈,전기전자,전북 전주시,2018-10-04
10798,(주)에코원,이대희,환경,충북 청주시,2018-02-10
10799,(주)에코조인,고명완,전기전자,경기 안성시,2018-11-19
10800,(주)에코플랜츠,백정민,기타,경기 하남시,2018-09-01
10801,(주)에프엠에스,원기정,전기전자,경기 양주시,2018-04-20
10802,(주)엑스엔시스템즈,김형정,S/W,서울 금천구,2018-04-09
10803,(주)엑스오소프트,박세원,S/W,서울 마포구,2018-02-23
10804,(주)엔바이오니아,한정철,환경,경기 성남시,2018-06-09
10805,(주)엔에스티,박현철,전기전자,경기 용인시,2018-05-17
10806,(주)엔엘피,이계안,바이오,부산 기장군,2018-01-14
10807,(주)엔와이티지,김성찬,정보통신,경기 성남시,2018-06-15
10808,(주)엔이에스,김영래,S/W,경기 화성시,2019-01-17
10809,(주)엔텍,곽노학,전기전자,충북 진천군,2018-02-19
10810,(주)엔텍로직,최기영,전기전자,경기 성남시,2018-09-15
10811,(주)엔티렉스,오상혁,전기전자,인천 남구,2018-05-05
10812,(주)엔티코아,김영식,기타,경북 칠곡군,2018-10-08
10813,(주)엘랑,김철진,화학,강원 원주시,2018-02-11
10814,(주)엘리비젼,안덕근,전기전자,인천 연수구,2018-12-27
10815,(주)엘리소프트,김경록,전기전자,경북 경산시,2018-06-04
10816,(주)엘케이하이테크,김시인,기타,경기 부천시,2018-01-04
10817,(주)엘트정보기술,김용호,정보통신,서울 금천구,2018-12-10
10818,(주)엠더블유스토리,유대걸,S/W,서울 성북구,2018-02-10
10819,(주)엠브이텍,권기선,전기전자,경기 군포시,2018-01-18
10820,(주)엠앤와이즈,조종철,S/W,서울 구로구,2018-04-20
10821,(주)엠앤이,김만호,기타,경기 용인시,2018-01-20
10822,(주)엠케이,홍영우,전기전자,부산 남구,2018-08-25
10823,(주)엠티마스타,이화선,건설,서울 강동구,2018-02-17
10824,(주)엠티케이방재시스템,박경환,기타,경기 광주시,2018-06-09
10825,(주)엠플러스,김종성,기계금속,충북 청원군,2018-06-17
10826,(주)엠피디엔지니어링,이보용,전기전자,경북 구미시,2018-03-16
10827,(주)연무기술,박재용,S/W,대전 유성구,2018-07-19
10828,(주)연일금속,장인식,기계금속,경북 경산시,2018-05-28
10829,(주)영신에프앤에스,박순화,기타,경북 경산시,2018-11-23
10830,(주)영원씨앤아이,김성호,건설,서울 마포구,2018-02-05
10831,(주)영원코포레이션,김희진,섬유,대구 서구,2018-09-17
10832,(주)영일,김원배,화학,경북 경주시,2018-11-04
10833,(주)영진팩,전진구,화학,경기 수원시,2018-12-13
10834,(주)영창토건,김성덕,건설,대전 서구,2018-06-23
10835,(주)영호정밀,김영문,기계금속,부산 기장군,2018-09-02
10836,(주)예도전기조명,김경철,전기전자,경기 고양시,2018-09-09
10837,(주)예선테크,전춘섭,기타,경기 군포시,2018-02-09
10838,(주)예카뱅크,이한구,S/W,서울 금천구,2018-10-15
10839,(주)오르비스,문제성,전기전자,경기 성남시,2018-09-20
10840,(주)오르테크,전진우,기계금속,전북 전주시,2018-02-11
10841,(주)오맥스,김성원,전기전자,경기 부천시,2018-04-01
10842,(주)오성마이더스,김명욱,기계금속,경기 시흥시,2018-01-29
10843,(주)오시스네트웍스,강현소,정보통신,서울 영등포구,2018-12-23
10844,(주)오토마,김은광,기계금속,경기 부천시,2018-03-24
10845,(주)옥산아이엠티,조동원,기계금속,경남 함안군,2018-03-26
10846,(주)옥서스,이태수,기계금속,경기 가평군,2018-03-24
10847,(주)옥토끼이미징,안경회,기타,서울 영등포구,2018-02-25
10848,(주)온빛,김충덕,기타,경기 화성시,2019-03-13
10849,(주)와이제이솔루션,정성학,전기전자,경남 함안군,2018-04-20
10850,(주)와이즈오토모티브,박재홍,전기전자,서울특별시,2018-05-06
10851,(주)왈도시스템,안재성,정보통신,서울 마포구,2018-09-29
10852,(주)용암고력금속,이현종,기계금속,경기 김포시,2018-04-09
10853,(주)용호산업,지민규,기타,충북 청주시,2018-03-12
